solver,score,time_s,valid,landmarks_visited,total_duration,optimality_gap_pct,error,instance,group,n_landmarks,time_budget,run_id
SA-Cauchy,200.0,0.11656519997632131,True,8,231.2475873648093,33.55,,rc104,Solomon-100,100,240,0
SA-Cauchy,179.0,0.1075270000146702,True,9,238.43146511583478,40.53,,rc104,Solomon-100,100,240,1
SA-Cauchy,181.0,0.09779160001198761,True,7,230.9080158381788,39.87,,rc104,Solomon-100,100,240,2
SA-Cauchy,229.0,0.12267189999693073,True,8,238.54509741560886,23.92,,rc104,Solomon-100,100,240,3
SA-Cauchy,191.0,0.11764159999438561,True,6,234.97602095560404,36.54,,rc104,Solomon-100,100,240,4
GRASP,263.0,11.03308960000868,True,11,232.28429152933074,12.62,,rc104,Solomon-100,100,240,1
GRASP,269.0,11.28491099999519,True,11,234.20815129914996,10.63,,rc104,Solomon-100,100,240,0
Tabu,282.0,1.2615335999871604,True,12,236.6695817281166,6.31,,rc104,Solomon-100,100,240,0
Tabu,278.0,1.0467781999905128,True,10,238.84736220192715,7.64,,rc104,Solomon-100,100,240,1
Tabu,273.0,1.078336099977605,True,10,238.52441348134934,9.3,,rc104,Solomon-100,100,240,2
Tabu,246.0,1.060099700000137,True,8,234.82041546193093,18.27,,rc104,Solomon-100,100,240,3
GRASP,280.0,10.011576299992157,True,10,239.30321832134345,6.98,,rc104,Solomon-100,100,240,2
Tabu,301.0,1.0818043999897782,True,11,239.95900153893848,0.0,,rc104,Solomon-100,100,240,4
GRASP,269.0,9.69675949998782,True,11,234.20815129914996,10.63,,rc104,Solomon-100,100,240,4
GRASP,282.0,11.384676199988462,True,12,236.6695817281166,6.31,,rc104,Solomon-100,100,240,3
Genetic-Score,214.0,98.08589409998967,True,11,229.95587617419062,28.19,,r112,Solomon-100,100,230,3
Genetic-Tailored,301.0,9.56027760001598,True,11,237.72449441865797,0.0,,rc104,Solomon-100,100,240,0
Genetic-Tailored,268.0,9.69143940001959,True,10,238.72591363693596,10.96,,rc104,Solomon-100,100,240,2
Genetic-Tailored,277.0,9.247784000006504,True,10,233.72976103594442,7.97,,rc104,Solomon-100,100,240,4
Genetic-Tailored,258.0,15.118473200011067,True,10,237.12004113035331,14.29,,rc104,Solomon-100,100,240,3
Greedy-Score,106.0,0.008529200014891103,True,3,230.1246334094433,56.56,,rc105,Solomon-100,100,240,0
Greedy-Ratio,111.0,0.008767699997406453,True,5,232.52417469626002,54.51,,rc105,Solomon-100,100,240,0
Genetic-Score,163.0,37.74420749998535,True,9,239.82465669021963,38.72,,rc103,Solomon-100,100,240,0
Genetic-Tailored,268.0,18.364641799998935,True,11,237.4264268344293,10.96,,rc104,Solomon-100,100,240,1
Genetic-Score,132.0,34.35635300001013,True,8,239.94706097633372,50.38,,rc103,Solomon-100,100,240,4
GRASP,239.0,7.226013699983014,True,9,236.44416953372948,2.05,,rc105,Solomon-100,100,240,0
GRASP,239.0,5.956639300013194,True,9,236.44416953372948,2.05,,rc105,Solomon-100,100,240,1
GRASP,239.0,6.013290599978063,True,9,236.44416953372948,2.05,,rc105,Solomon-100,100,240,2
SA-Boltzmann,106.0,0.10239620000356808,True,3,230.1246334094433,56.56,,rc105,Solomon-100,100,240,0
SA-Boltzmann,106.0,0.10335749998921528,True,3,230.1246334094433,56.56,,rc105,Solomon-100,100,240,1
SA-Boltzmann,106.0,0.09772650001104921,True,3,230.1246334094433,56.56,,rc105,Solomon-100,100,240,2
SA-Boltzmann,106.0,0.11392120001255535,True,3,230.1246334094433,56.56,,rc105,Solomon-100,100,240,3
SA-Boltzmann,130.0,0.10317650000797585,True,7,225.0039960756505,46.72,,rc105,Solomon-100,100,240,4
SA-Cauchy,183.0,0.13568119998672046,True,8,217.6909973113344,25.0,,rc105,Solomon-100,100,240,0
SA-Cauchy,156.0,0.11657429998740554,True,8,230.7534011309508,36.07,,rc105,Solomon-100,100,240,1
SA-Cauchy,156.0,0.1244664000114426,True,7,235.0000515064768,36.07,,rc105,Solomon-100,100,240,2
SA-Cauchy,170.0,0.11927480000304058,True,6,231.1404912209103,30.33,,rc105,Solomon-100,100,240,3
SA-Cauchy,164.0,0.12333510001190007,True,7,233.42176439921946,32.79,,rc105,Solomon-100,100,240,4
Tabu,237.0,0.9952995000057854,True,10,232.12502756875944,2.87,,rc105,Solomon-100,100,240,0
Tabu,216.0,0.9845213999797124,True,11,234.92371793061284,11.48,,rc105,Solomon-100,100,240,1
Tabu,237.0,1.0364047000184655,True,10,232.12502756875944,2.87,,rc105,Solomon-100,100,240,2
Tabu,241.0,1.0480415000056382,True,11,237.43442516541734,1.23,,rc105,Solomon-100,100,240,3
GRASP,239.0,6.949709200009238,True,9,236.44416953372948,2.05,,rc105,Solomon-100,100,240,3
Tabu,189.0,0.9339438999886625,True,9,231.5711509004442,22.54,,rc105,Solomon-100,100,240,4
GRASP,239.0,7.271889199997531,True,9,236.44416953372948,2.05,,rc105,Solomon-100,100,240,4
Genetic-Tailored,231.0,7.233416900009615,True,9,236.68502161428972,5.33,,rc105,Solomon-100,100,240,2
Genetic-Score,141.0,52.583884699997725,True,8,239.5384958223085,46.99,,rc103,Solomon-100,100,240,2
Genetic-Tailored,235.0,7.309381200000644,True,10,235.02369482629172,3.69,,rc105,Solomon-100,100,240,3
Genetic-Tailored,237.0,11.899902200006181,True,11,238.2471568296242,2.87,,rc105,Solomon-100,100,240,0
Genetic-Tailored,239.0,13.578718800010392,True,9,236.44416953372948,2.05,,rc105,Solomon-100,100,240,1
Genetic-Score,157.0,59.92006350000156,True,10,239.11104074264446,40.98,,rc103,Solomon-100,100,240,1
Genetic-Score,100.0,58.64607399998931,True,8,239.72555986647546,62.41,,rc103,Solomon-100,100,240,3
Greedy-Score,168.0,0.012743799976306036,True,5,238.30700451894728,33.33,,rc106,Solomon-100,100,240,0
Greedy-Ratio,128.0,0.014438800018979236,True,6,234.86584566533602,49.21,,rc106,Solomon-100,100,240,0
Genetic-Tailored,239.0,8.144337599980645,True,9,236.44416953372948,2.05,,rc105,Solomon-100,100,240,4
GRASP,227.0,4.405042899976252,True,8,238.15615002960442,9.92,,rc106,Solomon-100,100,240,0
Genetic-Score,160.0,37.882168899988756,True,8,239.86239078307685,46.84,,rc104,Solomon-100,100,240,3
GRASP,227.0,5.5886155999905895,True,8,238.15615002960442,9.92,,rc106,Solomon-100,100,240,1
GRASP,221.0,5.322868799994467,True,8,229.8241590621505,12.3,,rc106,Solomon-100,100,240,2
SA-Boltzmann,168.0,0.11895149998599663,True,5,238.30700451894728,33.33,,rc106,Solomon-100,100,240,0
GRASP,207.0,5.288696700008586,True,8,227.04452300662956,17.86,,rc106,Solomon-100,100,240,3
SA-Boltzmann,168.0,0.11353989999042824,True,5,238.30700451894728,33.33,,rc106,Solomon-100,100,240,1
SA-Boltzmann,168.0,0.12113799998769537,True,5,238.30700451894728,33.33,,rc106,Solomon-100,100,240,2
SA-Boltzmann,168.0,0.10293670001556166,True,5,238.30700451894728,33.33,,rc106,Solomon-100,100,240,3
SA-Boltzmann,168.0,0.11379089998081326,True,5,238.30700451894728,33.33,,rc106,Solomon-100,100,240,4
GRASP,220.0,4.377248899982078,True,8,237.16158887145383,12.7,,rc106,Solomon-100,100,240,4
SA-Cauchy,178.0,0.12172309999004938,True,7,236.24282212744816,29.37,,rc106,Solomon-100,100,240,0
SA-Cauchy,176.0,0.13457369999377988,True,7,226.11243386587415,30.16,,rc106,Solomon-100,100,240,1
SA-Cauchy,168.0,0.09289480000734329,True,5,238.30700451894728,33.33,,rc106,Solomon-100,100,240,3
SA-Cauchy,168.0,0.11849439999787137,True,5,238.30700451894728,33.33,,rc106,Solomon-100,100,240,2
SA-Cauchy,171.0,0.11288679999415763,True,5,221.17273969619174,32.14,,rc106,Solomon-100,100,240,4
Tabu,231.0,1.055365400010487,True,11,224.50370334927828,8.33,,rc106,Solomon-100,100,240,0
Tabu,232.0,1.0457847000216134,True,12,229.867458680506,7.94,,rc106,Solomon-100,100,240,1
Tabu,244.0,1.0363742000190541,True,9,238.47705468258783,3.17,,rc106,Solomon-100,100,240,2
Tabu,233.0,0.9412754000222776,True,9,237.54762130747017,7.54,,rc106,Solomon-100,100,240,4
Tabu,229.0,0.9953885999857448,True,10,237.3034648396932,9.13,,rc106,Solomon-100,100,240,3
Genetic-Score,173.0,53.729561999993166,True,10,239.2177348583408,42.52,,rc104,Solomon-100,100,240,0
Genetic-Score,162.0,53.42765659998986,True,9,239.81064573203335,46.18,,rc104,Solomon-100,100,240,1
Genetic-Score,96.0,21.89237129999674,True,6,239.4310849636197,60.66,,rc105,Solomon-100,100,240,1
Genetic-Score,137.0,50.76681569998618,True,9,239.9857128242562,54.49,,rc104,Solomon-100,100,240,2
Genetic-Tailored,245.0,7.472868199984077,True,10,232.5929937000334,2.78,,rc106,Solomon-100,100,240,0
Genetic-Tailored,249.0,6.8848588000109885,True,10,238.19291775911117,1.19,,rc106,Solomon-100,100,240,4
Genetic-Tailored,250.0,8.498941300000297,True,10,239.153192091955,0.79,,rc106,Solomon-100,100,240,3
Genetic-Tailored,250.0,11.368567299999995,True,10,239.153192091955,0.79,,rc106,Solomon-100,100,240,2
Greedy-Score,163.0,0.014098500018008053,True,5,239.15967078308313,41.16,,rc107,Solomon-100,100,240,0
Greedy-Ratio,176.0,0.012325599993346259,True,8,230.88241674779707,36.46,,rc107,Solomon-100,100,240,0
Genetic-Tailored,225.0,11.812380799994571,True,10,225.97572914745462,10.71,,rc106,Solomon-100,100,240,1
Genetic-Score,147.0,33.46115009998903,True,8,239.2157041925538,39.75,,rc105,Solomon-100,100,240,0
Genetic-Score,127.0,32.787607000005664,True,7,239.6155372672793,47.95,,rc105,Solomon-100,100,240,3
GRASP,268.0,7.769002399989404,True,10,229.3488923351266,3.25,,rc107,Solomon-100,100,240,0
GRASP,266.0,7.596225899993442,True,9,237.539876117724,3.97,,rc107,Solomon-100,100,240,1
SA-Boltzmann,163.0,0.11302979997708462,True,5,239.15967078308313,41.16,,rc107,Solomon-100,100,240,0
SA-Boltzmann,195.0,0.1257785000198055,True,7,222.99141107617453,29.6,,rc107,Solomon-100,100,240,1
SA-Boltzmann,163.0,0.11084999999729916,True,5,239.15967078308313,41.16,,rc107,Solomon-100,100,240,2
SA-Boltzmann,163.0,0.11278419999871403,True,5,239.15967078308313,41.16,,rc107,Solomon-100,100,240,3
SA-Boltzmann,163.0,0.09490919997915626,True,5,239.15967078308313,41.16,,rc107,Solomon-100,100,240,4
SA-Cauchy,180.0,0.12263060000259429,True,7,234.4279000393089,35.02,,rc107,Solomon-100,100,240,0
SA-Cauchy,224.0,0.11297779998858459,True,8,228.95708747257805,19.13,,rc107,Solomon-100,100,240,1
SA-Cauchy,187.0,0.12234030000399798,True,7,238.4433810158799,32.49,,rc107,Solomon-100,100,240,2
SA-Cauchy,201.0,0.128026399994269,True,6,234.61662948679043,27.44,,rc107,Solomon-100,100,240,3
SA-Cauchy,207.0,0.13377369998488575,True,6,235.30125355442738,25.27,,rc107,Solomon-100,100,240,4
Tabu,251.0,1.1010058000101708,True,9,236.03158260815997,9.39,,rc107,Solomon-100,100,240,0
GRASP,266.0,8.454885800019838,True,9,237.539876117724,3.97,,rc107,Solomon-100,100,240,2
Genetic-Score,155.0,66.49702860001707,True,10,239.88459689367474,48.5,,rc104,Solomon-100,100,240,4
Tabu,267.0,1.2148530000122264,True,12,235.12542802271616,3.61,,rc107,Solomon-100,100,240,1
Genetic-Score,126.0,16.31896149998647,True,6,239.6110420340959,50.0,,rc106,Solomon-100,100,240,2
Tabu,260.0,1.0581342999939807,True,9,236.82303558445955,6.14,,rc107,Solomon-100,100,240,2
Tabu,252.0,1.007426199998008,True,8,228.70127320738476,9.03,,rc107,Solomon-100,100,240,3
Tabu,276.0,1.0939954000059515,True,10,235.81560729590467,0.36,,rc107,Solomon-100,100,240,4
Genetic-Score,155.0,20.227257999998983,True,6,239.40059528091606,38.49,,rc106,Solomon-100,100,240,1
GRASP,266.0,7.746291599993128,True,9,237.539876117724,3.97,,rc107,Solomon-100,100,240,4
GRASP,266.0,8.464526900002966,True,9,237.539876117724,3.97,,rc107,Solomon-100,100,240,3
Genetic-Score,79.0,23.951974399999017,True,7,239.41277286914098,68.65,,rc106,Solomon-100,100,240,0
Genetic-Score,139.0,44.708820200001355,True,7,239.42455211692112,43.03,,rc105,Solomon-100,100,240,4
Genetic-Tailored,277.0,8.69042709999485,True,10,237.8419908346868,0.0,,rc107,Solomon-100,100,240,1
Genetic-Score,92.0,23.324337800004287,True,7,239.3366157151409,63.49,,rc106,Solomon-100,100,240,4
Greedy-Score,163.0,0.013795999984722584,True,5,239.15967078308313,45.3,,rc108,Solomon-100,100,240,0
Greedy-Ratio,175.0,0.008361599990166724,True,7,229.7911979545381,41.28,,rc108,Solomon-100,100,240,0
Genetic-Tailored,269.0,10.582839500013506,True,10,234.07046475250672,2.89,,rc107,Solomon-100,100,240,0
Genetic-Tailored,266.0,9.654636799998116,True,9,237.539876117724,3.97,,rc107,Solomon-100,100,240,2
Genetic-Tailored,251.0,9.177090499986662,True,8,238.7332837401972,9.39,,rc107,Solomon-100,100,240,4
Genetic-Score,149.0,53.09878450000542,True,7,238.98108130859305,38.93,,rc105,Solomon-100,100,240,2
Genetic-Tailored,268.0,12.860242399998242,True,10,228.839582073585,3.25,,rc107,Solomon-100,100,240,3
SA-Boltzmann,163.0,0.09474999998928979,True,5,239.15967078308313,45.3,,rc108,Solomon-100,100,240,0
SA-Boltzmann,163.0,0.09856860002037138,True,5,239.15967078308313,45.3,,rc108,Solomon-100,100,240,1
SA-Boltzmann,163.0,0.10924290001275949,True,5,239.15967078308313,45.3,,rc108,Solomon-100,100,240,2
SA-Boltzmann,173.0,0.10243389999959618,True,6,233.1275301433401,41.95,,rc108,Solomon-100,100,240,3
SA-Boltzmann,164.0,0.12065990001428872,True,8,233.23386895565648,44.97,,rc108,Solomon-100,100,240,4
SA-Cauchy,220.0,0.11091210000449792,True,7,236.2400694666646,26.17,,rc108,Solomon-100,100,240,0
SA-Cauchy,163.0,0.11701190000167117,True,5,239.15967078308313,45.3,,rc108,Solomon-100,100,240,1
SA-Cauchy,163.0,0.11220269999466836,True,5,239.15967078308313,45.3,,rc108,Solomon-100,100,240,2
SA-Cauchy,170.0,0.12652970000635833,True,5,238.53766199728005,42.95,,rc108,Solomon-100,100,240,3
Genetic-Score,105.0,29.620756399992388,True,6,239.56518471717462,58.33,,rc106,Solomon-100,100,240,3
SA-Cauchy,191.0,0.10564319998957217,True,6,238.16324489832635,35.91,,rc108,Solomon-100,100,240,4
Tabu,263.0,1.085619499994209,True,10,237.63933158340043,11.74,,rc108,Solomon-100,100,240,0
Tabu,255.0,0.9929655000159983,True,9,230.5705874468325,14.43,,rc108,Solomon-100,100,240,1
Tabu,268.0,1.1133763999969233,True,9,232.1394386428466,10.07,,rc108,Solomon-100,100,240,3
Tabu,268.0,1.147423999995226,True,9,232.1394386428466,10.07,,rc108,Solomon-100,100,240,2
Tabu,265.0,1.1294434999872465,True,12,239.32422613860973,11.07,,rc108,Solomon-100,100,240,4
GRASP,278.0,7.738285699975677,True,10,232.41641208806823,6.71,,rc108,Solomon-100,100,240,2
GRASP,277.0,7.621454799984349,True,11,238.72846410485954,7.05,,rc108,Solomon-100,100,240,3
GRASP,278.0,9.187329000007594,True,10,232.41641208806823,6.71,,rc108,Solomon-100,100,240,0
GRASP,278.0,8.710163300012937,True,10,232.41641208806823,6.71,,rc108,Solomon-100,100,240,1
GRASP,266.0,8.192283100011991,True,9,237.48137260806797,10.74,,rc108,Solomon-100,100,240,4
Genetic-Tailored,240.0,7.737306999973953,True,8,235.7163899670413,19.46,,rc108,Solomon-100,100,240,0
Genetic-Tailored,261.0,7.448260900011519,True,9,232.1776485712743,12.42,,rc108,Solomon-100,100,240,4
Genetic-Tailored,288.0,9.578218500013463,True,11,232.55863521726957,3.36,,rc108,Solomon-100,100,240,2
Genetic-Tailored,286.0,11.378715300001204,True,12,239.0308934984069,4.03,,rc108,Solomon-100,100,240,1
Genetic-Tailored,288.0,18.96428340001148,True,11,232.55863521726957,3.36,,rc108,Solomon-100,100,240,3
Genetic-Score,201.0,33.72580280000693,True,8,239.36072233550917,27.44,,rc107,Solomon-100,100,240,4
Genetic-Score,128.0,42.16214880000916,True,8,239.37446530292945,53.79,,rc107,Solomon-100,100,240,0
Genetic-Score,170.0,41.91100240001106,True,7,239.45070166408235,38.63,,rc107,Solomon-100,100,240,2
Genetic-Score,157.0,47.349602900008904,True,9,239.34592610877903,43.32,,rc107,Solomon-100,100,240,3
Genetic-Score,161.0,29.739879000000656,True,10,238.82357378035357,45.97,,rc108,Solomon-100,100,240,4
Genetic-Score,176.0,31.01820019999286,True,9,239.31916627609206,40.94,,rc108,Solomon-100,100,240,3
Genetic-Score,164.0,53.50934920000145,True,9,239.2920669919629,40.79,,rc107,Solomon-100,100,240,1
Genetic-Score,176.0,39.81736109999474,True,10,239.56932061663923,40.94,,rc108,Solomon-100,100,240,0
Genetic-Score,133.0,44.93568879997474,True,9,239.83365180854403,55.37,,rc108,Solomon-100,100,240,1
Genetic-Score,229.0,50.73156299997936,True,10,239.14801600977785,23.15,,rc108,Solomon-100,100,240,2
