solver,score,time_s,valid,landmarks_visited,total_duration,optimality_gap_pct,timed_out,error,instance,group,n_landmarks,time_budget,run_id
GRASP,280.0,21.3444690000033,True,10,221.54028417311693,12.77,False,,r111,Solomon-100,100,230,0
GRASP,267.0,22.131423600018024,True,9,223.59848923611432,16.82,False,,r111,Solomon-100,100,230,1
Tabu-Random,290.0,2.9257080999668688,True,12,227.4407417070238,9.66,False,,r111,Solomon-100,100,230,0
Tabu-Random,275.0,2.1373885000357404,True,10,226.56179506749532,14.33,False,,r111,Solomon-100,100,230,2
Tabu-Random,276.0,2.4337150000501424,True,11,226.45612999650683,14.02,False,,r111,Solomon-100,100,230,1
Tabu-Random,294.0,2.764885599957779,True,12,226.0886714950536,8.41,False,,r111,Solomon-100,100,230,3
Tabu-Random,297.0,2.827187899965793,True,12,228.34515207238002,7.48,False,,r111,Solomon-100,100,230,4
GRASP,279.0,27.427097099949606,True,11,211.92121451418984,13.08,False,,r111,Solomon-100,100,230,2
GRASP,285.0,22.397739200037904,True,11,227.90444396464383,11.21,False,,r111,Solomon-100,100,230,4
GRASP,285.0,24.67143109999597,True,11,226.98280271748803,11.21,False,,r111,Solomon-100,100,230,3
Genetic-Tailored,275.0,22.34033520007506,True,10,222.65470577014347,14.33,False,,r111,Solomon-100,100,230,1
Genetic-Tailored,268.0,23.611091400031,True,10,227.48274994834006,16.51,False,,r111,Solomon-100,100,230,0
Genetic-Tailored,281.0,22.272581199998967,True,10,223.64169919025227,12.46,False,,r111,Solomon-100,100,230,2
Genetic-Tailored,279.0,24.824911799980327,True,11,212.03872389271666,13.08,False,,r111,Solomon-100,100,230,3
Greedy-Ratio,201.0,0.019787900033406913,True,10,223.63108533375055,41.23,False,,r112,Solomon-100,100,230,0
Greedy-Score,144.0,0.014137099962681532,True,4,220.3370453846335,57.89,False,,r112,Solomon-100,100,230,0
Greedy-Random,90.0,0.005484099965542555,True,5,225.15703039823654,73.68,False,,r112,Solomon-100,100,230,0
Greedy-Random,105.0,0.00846719997934997,True,6,227.4824523487288,69.3,False,,r112,Solomon-100,100,230,1
Greedy-Random,95.0,0.007996900007128716,True,5,223.9844901556407,72.22,False,,r112,Solomon-100,100,230,2
Greedy-Random,81.0,0.00607889995444566,True,5,228.39242109591723,76.32,False,,r112,Solomon-100,100,230,3
Greedy-Random,72.0,0.005680500064045191,True,5,219.22479022668512,78.95,False,,r112,Solomon-100,100,230,4
Genetic-Tailored,274.0,24.087475399952382,True,11,220.94299957318603,14.64,False,,r111,Solomon-100,100,230,4
Genetic-Score,281.0,83.59770579996984,True,11,227.86297124941217,11.64,False,,r110,Solomon-100,100,230,1
GRASP,286.0,24.549288399983197,True,12,228.2767101139329,16.37,False,,r112,Solomon-100,100,230,0
GRASP,290.0,26.08067980001215,True,11,228.34288788807405,15.2,False,,r112,Solomon-100,100,230,1
Genetic-Score,283.0,98.72132210002746,True,12,226.36886977114884,11.01,False,,r110,Solomon-100,100,230,0
SA-Boltzmann,150.0,0.1158521999605,True,7,227.96999619666718,56.14,False,,r112,Solomon-100,100,230,0
SA-Boltzmann,160.0,0.16115639999043196,True,9,226.97161870639053,53.22,False,,r112,Solomon-100,100,230,1
SA-Boltzmann,144.0,0.15020120004191995,True,4,220.3370453846335,57.89,False,,r112,Solomon-100,100,230,2
SA-Boltzmann,144.0,0.1755731999874115,True,4,220.3370453846335,57.89,False,,r112,Solomon-100,100,230,3
SA-Boltzmann,145.0,0.14216819999273866,True,9,227.4930647312776,57.6,False,,r112,Solomon-100,100,230,4
SA-Cauchy,185.0,0.16760409995913506,True,7,228.9439300084209,45.91,False,,r112,Solomon-100,100,230,0
SA-Cauchy,175.0,0.1610091000329703,True,6,224.21193908671353,48.83,False,,r112,Solomon-100,100,230,1
SA-Cauchy,190.0,0.16621329996269196,True,8,226.46353585921264,44.44,False,,r112,Solomon-100,100,230,2
SA-Cauchy,180.0,0.16849099996034056,True,9,229.22608661357637,47.37,False,,r112,Solomon-100,100,230,3
SA-Cauchy,197.0,0.16476680000778288,True,7,228.0376941731128,42.4,False,,r112,Solomon-100,100,230,4
Genetic-Score,281.0,94.61165590002201,True,11,227.61152049872595,11.64,False,,r110,Solomon-100,100,230,2
Genetic-Score,274.0,93.56838749989402,True,12,228.41041459661676,13.84,False,,r110,Solomon-100,100,230,3
Tabu,289.0,2.327351500047371,True,12,224.80379329324688,15.5,False,,r112,Solomon-100,100,230,0
Tabu-Random,292.0,2.468870499986224,True,11,229.30247467734273,14.62,False,,r112,Solomon-100,100,230,1
Tabu-Random,292.0,2.695523500093259,True,13,227.2253740646467,14.62,False,,r112,Solomon-100,100,230,0
Tabu-Random,295.0,2.51439540006686,True,13,226.00971459987994,13.74,False,,r112,Solomon-100,100,230,2
Tabu-Random,285.0,2.532756399945356,True,12,228.6309323802889,16.67,False,,r112,Solomon-100,100,230,3
Tabu-Random,277.0,2.3275730999885127,True,10,221.80029675513418,19.01,False,,r112,Solomon-100,100,230,4
GRASP,298.0,28.840038100024685,True,12,228.229971486493,12.87,False,,r112,Solomon-100,100,230,2
GRASP,298.0,28.160364800016396,True,12,228.229971486493,12.87,False,,r112,Solomon-100,100,230,3
GRASP,298.0,28.611946600023657,True,12,228.229971486493,12.87,False,,r112,Solomon-100,100,230,4
Genetic-Tailored,281.0,16.027560299960896,True,11,223.89763401276463,17.84,False,,r112,Solomon-100,100,230,1
Genetic-Tailored,284.0,20.338354000006802,True,11,226.4928045774796,16.96,False,,r112,Solomon-100,100,230,0
Genetic-Tailored,269.0,17.844827400054783,True,10,222.92656936860953,21.35,False,,r112,Solomon-100,100,230,3
Genetic-Tailored,290.0,30.394378699944355,True,11,228.34288788807405,15.2,False,,r112,Solomon-100,100,230,2
Genetic-Score,295.0,96.12482479994651,True,11,228.3217147317971,8.1,False,,r111,Solomon-100,100,230,0
Greedy-Ratio,88.0,0.01825500000268221,True,5,223.7075200166709,61.57,False,,rc101,Solomon-100,100,240,0
Greedy-Score,129.0,0.02240919996984303,True,4,226.03992854443476,43.67,False,,rc101,Solomon-100,100,240,0
Greedy-Random,32.0,0.028330700006335974,True,3,220.4818418531824,86.03,False,,rc101,Solomon-100,100,240,0
Greedy-Random,39.0,0.006190999993123114,True,4,235.1023412049957,82.97,False,,rc101,Solomon-100,100,240,1
Greedy-Random,86.0,0.010590199963189662,True,5,239.00863674067853,62.45,False,,rc101,Solomon-100,100,240,2
Greedy-Random,23.0,0.0026666000485420227,True,2,209.61577310586392,89.96,False,,rc101,Solomon-100,100,240,3
Greedy-Random,65.0,0.008861100068315864,True,5,228.43636243629555,71.62,False,,rc101,Solomon-100,100,240,4
Genetic-Tailored,289.0,29.395072199986316,True,12,225.93493692078033,15.5,False,,r112,Solomon-100,100,230,4
GRASP,209.0,11.511526899994351,True,8,239.61473135412592,8.73,False,,rc101,Solomon-100,100,240,0
GRASP,219.0,11.309937000041828,True,9,235.2511640678318,4.37,False,,rc101,Solomon-100,100,240,1
GRASP,209.0,11.024656499968842,True,8,239.61473135412592,8.73,False,,rc101,Solomon-100,100,240,2
Genetic-Score,281.0,153.41669540002476,True,11,227.86297124941217,11.64,False,,r110,Solomon-100,100,230,4
SA-Boltzmann,129.0,0.14613080001436174,True,4,226.03992854443476,43.67,False,,rc101,Solomon-100,100,240,0
SA-Boltzmann,160.0,0.17389340000227094,True,8,236.91265461843844,30.13,False,,rc101,Solomon-100,100,240,1
SA-Boltzmann,129.0,0.12457460002042353,True,4,226.03992854443476,43.67,False,,rc101,Solomon-100,100,240,2
SA-Boltzmann,129.0,0.16007029998581856,True,4,226.03992854443476,43.67,False,,rc101,Solomon-100,100,240,3
SA-Boltzmann,129.0,0.15735029999632388,True,4,226.03992854443476,43.67,False,,rc101,Solomon-100,100,240,4
SA-Cauchy,156.0,0.17399319994729012,True,5,226.23379903526018,31.88,False,,rc101,Solomon-100,100,240,0
SA-Cauchy,158.0,0.18195630004629493,True,8,217.01389891039145,31.0,False,,rc101,Solomon-100,100,240,1
SA-Cauchy,133.0,0.1932453999761492,True,7,237.1408435742501,41.92,False,,rc101,Solomon-100,100,240,2
SA-Cauchy,145.0,0.1563516000751406,True,5,226.03992854443476,36.68,False,,rc101,Solomon-100,100,240,3
SA-Cauchy,145.0,0.16430900001432747,True,5,226.03992854443476,36.68,False,,rc101,Solomon-100,100,240,4
GRASP,209.0,11.160319600021467,True,8,239.61473135412592,8.73,False,,rc101,Solomon-100,100,240,3
Tabu,216.0,1.7091619999846444,True,8,221.1905267555494,5.68,False,,rc101,Solomon-100,100,240,0
Tabu-Random,216.0,1.7334346999414265,True,8,221.1905267555494,5.68,False,,rc101,Solomon-100,100,240,0
Tabu-Random,219.0,1.7541831000708044,True,11,238.32077514506975,4.37,False,,rc101,Solomon-100,100,240,1
Tabu-Random,216.0,1.7531964000081643,True,9,228.65640785029262,5.68,False,,rc101,Solomon-100,100,240,2
Genetic-Score,285.0,113.48680809990037,True,11,223.98299128977055,11.21,False,,r111,Solomon-100,100,230,2
Tabu-Random,208.0,2.045861899969168,True,10,225.9760963541725,9.17,False,,rc101,Solomon-100,100,240,3
Tabu-Random,206.0,1.6633567999815568,True,10,239.61473135412592,10.04,False,,rc101,Solomon-100,100,240,4
GRASP,219.0,12.220153999980539,True,9,235.2511640678318,4.37,False,,rc101,Solomon-100,100,240,4
Genetic-Tailored,200.0,8.69120090000797,True,8,236.26422986335544,12.66,False,,rc101,Solomon-100,100,240,1
Genetic-Tailored,202.0,11.6554525999818,True,9,214.50269336334287,11.79,False,,rc101,Solomon-100,100,240,0
Genetic-Tailored,196.0,8.159678800031543,True,7,238.03366045603875,14.41,False,,rc101,Solomon-100,100,240,4
Genetic-Tailored,219.0,13.188408399932086,True,9,235.2511640678318,4.37,False,,rc101,Solomon-100,100,240,3
Genetic-Score,297.0,132.76608610001858,True,12,227.63783238907402,7.48,False,,r111,Solomon-100,100,230,4
Genetic-Tailored,206.0,20.72313399997074,True,9,233.21947283717995,10.04,False,,rc101,Solomon-100,100,240,2
Genetic-Score,297.0,148.4416853999719,True,12,227.63783238907402,7.48,False,,r111,Solomon-100,100,230,3
Greedy-Ratio,88.0,0.018486800021491945,True,5,223.7075200166709,67.53,False,,rc102,Solomon-100,100,240,0
Greedy-Score,140.0,0.015410700114443898,True,4,237.777970439246,48.34,False,,rc102,Solomon-100,100,240,0
Greedy-Random,53.0,0.003974999999627471,True,3,239.5247699060642,80.44,False,,rc102,Solomon-100,100,240,0
Greedy-Random,84.0,0.007464600028470159,True,5,231.02101189412042,69.0,False,,rc102,Solomon-100,100,240,1
Greedy-Random,62.0,0.006665099994279444,True,4,228.61638599622506,77.12,False,,rc102,Solomon-100,100,240,2
Greedy-Random,57.0,0.004394400049932301,True,3,239.57820224035473,78.97,False,,rc102,Solomon-100,100,240,3
Greedy-Random,47.0,0.004094099975191057,True,3,229.4267593859268,82.66,False,,rc102,Solomon-100,100,240,4
GRASP,266.0,14.165099899983034,True,10,239.09748777388612,1.85,False,,rc102,Solomon-100,100,240,0
Genetic-Score,298.0,102.56806850002613,True,12,228.50312907667566,12.87,False,,r112,Solomon-100,100,230,2
Genetic-Score,298.0,109.75643960002344,True,12,228.229971486493,12.87,False,,r112,Solomon-100,100,230,0
Genetic-Score,295.0,185.76114039996173,True,11,228.3217147317971,8.1,False,,r111,Solomon-100,100,230,1
Genetic-Score,298.0,101.66312740009744,True,12,228.229971486493,12.87,False,,r112,Solomon-100,100,230,3
SA-Boltzmann,140.0,0.14097129995934665,True,4,237.777970439246,48.34,False,,rc102,Solomon-100,100,240,0
SA-Boltzmann,147.0,0.16079270001500845,True,7,234.4813336893307,45.76,False,,rc102,Solomon-100,100,240,1
SA-Boltzmann,140.0,0.16221340000629425,True,4,237.777970439246,48.34,False,,rc102,Solomon-100,100,240,2
SA-Boltzmann,140.0,0.15949740004725754,True,4,237.777970439246,48.34,False,,rc102,Solomon-100,100,240,3
SA-Boltzmann,140.0,0.17116289993282408,True,4,237.777970439246,48.34,False,,rc102,Solomon-100,100,240,4
Genetic-Score,297.0,111.50659180001821,True,12,227.50257028441584,13.16,False,,r112,Solomon-100,100,230,1
SA-Cauchy,165.0,0.1979323000414297,True,7,233.94511613722088,39.11,False,,rc102,Solomon-100,100,240,0
SA-Cauchy,165.0,0.1555507000302896,True,6,237.777970439246,39.11,False,,rc102,Solomon-100,100,240,1
SA-Cauchy,143.0,0.1977562999818474,True,5,237.777970439246,47.23,False,,rc102,Solomon-100,100,240,2
SA-Cauchy,147.0,0.1311318000080064,True,5,237.65791331868238,45.76,False,,rc102,Solomon-100,100,240,3
SA-Cauchy,140.0,0.17392039997503161,True,4,237.777970439246,48.34,False,,rc102,Solomon-100,100,240,4
GRASP,266.0,13.289089699974284,True,10,239.09748777388612,1.85,False,,rc102,Solomon-100,100,240,1
Tabu,213.0,1.8594369000056759,True,10,233.960564404528,21.4,False,,rc102,Solomon-100,100,240,0
Tabu-Random,255.0,1.765950300032273,True,11,239.5148449685017,5.9,False,,rc102,Solomon-100,100,240,1
Tabu-Random,249.0,1.8568602999439463,True,10,239.5888647086832,8.12,False,,rc102,Solomon-100,100,240,0
Tabu-Random,255.0,1.7632152000442147,True,11,239.5148449685017,5.9,False,,rc102,Solomon-100,100,240,3
Tabu-Random,244.0,1.979551799944602,True,11,233.1916594473749,9.96,False,,rc102,Solomon-100,100,240,2
Tabu-Random,241.0,2.0228535999776796,True,10,230.67370374031015,11.07,False,,rc102,Solomon-100,100,240,4
Genetic-Score,216.0,52.17516759992577,True,8,221.1905267555494,5.68,False,,rc101,Solomon-100,100,240,1
Genetic-Score,216.0,48.35103270004038,True,8,221.1905267555494,5.68,False,,rc101,Solomon-100,100,240,4
GRASP,239.0,13.474040300003253,True,8,232.6626585571211,11.81,False,,rc102,Solomon-100,100,240,3
GRASP,266.0,14.883724799961783,True,10,239.09748777388612,1.85,False,,rc102,Solomon-100,100,240,2
Genetic-Score,216.0,54.893140500062145,True,8,221.1905267555494,5.68,False,,rc101,Solomon-100,100,240,2
GRASP,245.0,12.950007200008258,True,10,237.13554897650278,9.59,False,,rc102,Solomon-100,100,240,4
Genetic-Score,298.0,115.67339070001617,True,12,228.229971486493,12.87,False,,r112,Solomon-100,100,230,4
Genetic-Tailored,259.0,13.533025400014594,True,9,234.73503338193387,4.43,False,,rc102,Solomon-100,100,240,4
Greedy-Ratio,94.0,0.017874800018034875,True,5,226.5817179151109,70.62,False,,rc103,Solomon-100,100,240,0
Greedy-Score,155.0,0.013977200025692582,True,4,231.99239980869282,51.56,False,,rc103,Solomon-100,100,240,0
Greedy-Random,73.0,0.005840300000272691,True,5,225.79734979027384,77.19,False,,rc103,Solomon-100,100,240,0
Greedy-Random,65.0,0.005708600045181811,True,4,231.6115609492603,79.69,False,,rc103,Solomon-100,100,240,1
Greedy-Random,96.0,0.006731700035743415,True,6,223.7075200166709,70.0,False,,rc103,Solomon-100,100,240,2
Greedy-Random,70.0,0.005743699963204563,True,4,232.89213730936996,78.12,False,,rc103,Solomon-100,100,240,3
Greedy-Random,97.0,0.006432099966332316,True,5,229.67903269288476,69.69,False,,rc103,Solomon-100,100,240,4
Genetic-Tailored,244.0,16.675273399916478,True,10,233.6300102790657,9.96,False,,rc102,Solomon-100,100,240,0
Genetic-Score,216.0,63.713405700051226,True,8,221.1905267555494,5.68,False,,rc101,Solomon-100,100,240,3
Genetic-Tailored,244.0,18.73469459998887,True,11,234.80649464024043,9.96,False,,rc102,Solomon-100,100,240,3
Genetic-Score,205.0,78.77284650004003,True,10,209.61577310586392,10.48,False,,rc101,Solomon-100,100,240,0
Genetic-Tailored,253.0,25.673367000068538,True,10,238.44419072495202,6.64,False,,rc102,Solomon-100,100,240,1
SA-Boltzmann,155.0,0.14817149995360523,True,4,231.99239980869282,51.56,False,,rc103,Solomon-100,100,240,0
SA-Boltzmann,155.0,0.14440109999850392,True,4,231.99239980869282,51.56,False,,rc103,Solomon-100,100,240,1
SA-Boltzmann,155.0,0.15364010003395379,True,4,231.99239980869282,51.56,False,,rc103,Solomon-100,100,240,2
SA-Boltzmann,155.0,0.16382350004278123,True,4,231.99239980869282,51.56,False,,rc103,Solomon-100,100,240,3
SA-Boltzmann,164.0,0.1539633999345824,True,8,238.15432050899466,48.75,False,,rc103,Solomon-100,100,240,4
SA-Cauchy,165.0,0.15675099997315556,True,5,231.99239980869282,48.44,False,,rc103,Solomon-100,100,240,0
SA-Cauchy,155.0,0.15083230007439852,True,4,231.99239980869282,51.56,False,,rc103,Solomon-100,100,240,1
SA-Cauchy,179.0,0.16376629995647818,True,7,236.77314231746013,44.06,False,,rc103,Solomon-100,100,240,2
SA-Cauchy,178.0,0.1610017999773845,True,5,236.545277755754,44.38,False,,rc103,Solomon-100,100,240,3
SA-Cauchy,168.0,0.16493319999426603,True,5,236.0827458910327,47.5,False,,rc103,Solomon-100,100,240,4
Tabu,239.0,1.8703819999936968,True,10,236.95249007261248,25.31,False,,rc103,Solomon-100,100,240,0
GRASP,258.0,13.386677699978463,True,9,239.09748777388612,19.38,False,,rc103,Solomon-100,100,240,0
GRASP,259.0,12.786881600040942,True,9,234.73503338193387,19.06,False,,rc103,Solomon-100,100,240,2
Tabu-Random,239.0,1.8596664000069723,True,10,236.95249007261248,25.31,False,,rc103,Solomon-100,100,240,0
GRASP,241.0,14.5513321000617,True,10,236.9745543694393,24.69,False,,rc103,Solomon-100,100,240,1
Tabu-Random,255.0,1.7787260999903083,True,11,239.5148449685017,20.31,False,,rc103,Solomon-100,100,240,1
Tabu-Random,263.0,2.0260203999932855,True,11,239.30493885694653,17.81,False,,rc103,Solomon-100,100,240,2
GRASP,258.0,11.039702599984594,True,9,239.09748777388612,19.38,False,,rc103,Solomon-100,100,240,3
Tabu-Random,236.0,1.8045747000724077,True,10,236.3855666222314,26.25,False,,rc103,Solomon-100,100,240,3
Tabu-Random,228.0,1.9752244000555947,True,9,238.0015571974413,28.75,False,,rc103,Solomon-100,100,240,4
GRASP,258.0,14.14295010000933,True,9,239.09748777388612,19.38,False,,rc103,Solomon-100,100,240,4
Genetic-Tailored,249.0,38.30249949998688,True,10,234.80907809736917,8.12,False,,rc102,Solomon-100,100,240,2
Genetic-Tailored,253.0,12.89371850003954,True,10,232.78053156403587,20.94,False,,rc103,Solomon-100,100,240,0
Genetic-Tailored,230.0,13.220618600025773,True,8,238.06297532946695,28.12,False,,rc103,Solomon-100,100,240,1
Genetic-Tailored,240.0,13.73843000002671,True,9,235.43020429382616,25.0,False,,rc103,Solomon-100,100,240,2
Genetic-Tailored,251.0,13.762223099940456,True,9,237.89952023851828,21.56,False,,rc103,Solomon-100,100,240,4
Greedy-Ratio,136.0,0.017985000042244792,True,6,238.0442002319833,60.47,False,,rc104,Solomon-100,100,240,0
Greedy-Score,155.0,0.015068600070662796,True,4,231.99239980869282,54.94,False,,rc104,Solomon-100,100,240,0
Greedy-Random,114.0,0.010111200041137636,True,5,229.5766978089351,66.86,False,,rc104,Solomon-100,100,240,0
Greedy-Random,140.0,0.0077037999872118235,True,6,239.2370987198079,59.3,False,,rc104,Solomon-100,100,240,1
Greedy-Random,61.0,0.007235399913042784,True,5,239.03133245119636,82.27,False,,rc104,Solomon-100,100,240,2
Greedy-Random,67.0,0.009323099977336824,True,6,224.9929599850671,80.52,False,,rc104,Solomon-100,100,240,3
Greedy-Random,22.0,0.003955399966798723,True,3,235.91278884022813,93.6,False,,rc104,Solomon-100,100,240,4
Genetic-Tailored,260.0,21.397698499960825,True,11,237.76317408814813,18.75,False,,rc103,Solomon-100,100,240,3
GRASP,282.0,20.127702299971133,True,12,236.6695817281166,18.02,False,,rc104,Solomon-100,100,240,0
Genetic-Score,259.0,62.89203620003536,True,9,234.73503338193387,4.43,False,,rc102,Solomon-100,100,240,3
Genetic-Score,259.0,67.27978079998866,True,9,234.73503338193387,4.43,False,,rc102,Solomon-100,100,240,2
Genetic-Score,259.0,69.75158379995264,True,9,234.73503338193387,4.43,False,,rc102,Solomon-100,100,240,0
SA-Boltzmann,174.0,0.1686244000447914,True,5,213.53418134296186,49.42,False,,rc104,Solomon-100,100,240,0
SA-Boltzmann,155.0,0.1138204000890255,True,4,231.99239980869282,54.94,False,,rc104,Solomon-100,100,240,1
SA-Boltzmann,155.0,0.075984499999322,True,4,231.99239980869282,54.94,False,,rc104,Solomon-100,100,240,2
SA-Boltzmann,155.0,0.13710170006379485,True,4,231.99239980869282,54.94,False,,rc104,Solomon-100,100,240,3
SA-Boltzmann,155.0,0.11536179995164275,True,4,231.99239980869282,54.94,False,,rc104,Solomon-100,100,240,4
SA-Cauchy,242.0,0.1545158999506384,True,8,232.74201272769102,29.65,False,,rc104,Solomon-100,100,240,0
SA-Cauchy,174.0,0.15441610000561923,True,7,233.6785418101989,49.42,False,,rc104,Solomon-100,100,240,1
SA-Cauchy,171.0,0.15261150000151247,True,5,238.72665828341886,50.29,False,,rc104,Solomon-100,100,240,2
SA-Cauchy,188.0,0.16590510006062686,True,6,238.66008845203248,45.35,False,,rc104,Solomon-100,100,240,3
SA-Cauchy,233.0,0.17961300001479685,True,8,238.0174704902642,32.27,False,,rc104,Solomon-100,100,240,4
GRASP,269.0,21.683933000080287,True,11,238.93102589863634,21.8,False,,rc104,Solomon-100,100,240,1
Tabu-Random,229.0,1.6791037999792024,True,7,239.4889405947748,33.43,False,,rc104,Solomon-100,100,240,0
Tabu,301.0,2.1316966000013053,True,11,237.72449441865797,12.5,False,,rc104,Solomon-100,100,240,0
Tabu-Random,259.0,2.0734988999320194,True,10,237.22923589126495,24.71,False,,rc104,Solomon-100,100,240,1
Tabu-Random,257.0,2.0235945999156684,True,9,237.1990453739203,25.29,False,,rc104,Solomon-100,100,240,2
Genetic-Score,266.0,74.51658330007922,True,10,239.09748777388612,1.85,False,,rc102,Solomon-100,100,240,1
Tabu-Random,220.0,1.7306215000571683,True,7,238.4697274399829,36.05,False,,rc104,Solomon-100,100,240,3
Tabu-Random,278.0,2.0852814000099897,True,10,238.84736220192715,19.19,False,,rc104,Solomon-100,100,240,4
Genetic-Score,266.0,72.40595809998922,True,10,239.09748777388612,1.85,False,,rc102,Solomon-100,100,240,4
GRASP,263.0,19.798028300050646,True,11,233.01658834646753,23.55,False,,rc104,Solomon-100,100,240,2
GRASP,279.0,18.8369886999717,True,12,236.261210508818,18.9,False,,rc104,Solomon-100,100,240,3
GRASP,279.0,20.11404020001646,True,12,236.261210508818,18.9,False,,rc104,Solomon-100,100,240,4
Genetic-Tailored,269.0,13.620231300010346,True,9,238.31544148971227,21.8,False,,rc104,Solomon-100,100,240,2
Genetic-Tailored,301.0,16.68045039998833,True,11,237.72449441865797,12.5,False,,rc104,Solomon-100,100,240,0
Genetic-Tailored,275.0,14.957795799942687,True,9,238.81329195216256,20.06,False,,rc104,Solomon-100,100,240,4
Genetic-Tailored,290.0,24.35322140005883,True,11,238.69058217492497,15.7,False,,rc104,Solomon-100,100,240,1
Greedy-Ratio,111.0,0.016323599964380264,True,5,232.52417469626002,56.13,False,,rc105,Solomon-100,100,240,0
Greedy-Score,106.0,0.015492000035010278,True,3,230.1246334094433,58.1,False,,rc105,Solomon-100,100,240,0
Greedy-Random,55.0,0.005166199989616871,True,4,228.91055066192217,78.26,False,,rc105,Solomon-100,100,240,0
Greedy-Random,56.0,0.0056038000620901585,True,4,223.92830312876913,77.87,False,,rc105,Solomon-100,100,240,1
Greedy-Random,78.0,0.0048056000377982855,True,4,224.3814908103089,69.17,False,,rc105,Solomon-100,100,240,2
Greedy-Random,80.0,0.006931600044481456,True,5,227.4267593859268,68.38,False,,rc105,Solomon-100,100,240,3
Greedy-Random,86.0,0.004823200055398047,True,4,237.9002654117849,66.01,False,,rc105,Solomon-100,100,240,4
GRASP,239.0,12.817410700023174,True,9,236.44416953372948,5.53,False,,rc105,Solomon-100,100,240,0
Genetic-Score,263.0,80.79269739997108,True,11,239.30493885694653,17.81,False,,rc103,Solomon-100,100,240,1
GRASP,239.0,10.725683699944057,True,9,236.44416953372948,5.53,False,,rc105,Solomon-100,100,240,1
Genetic-Score,263.0,84.07892270002048,True,11,239.30493885694653,17.81,False,,rc103,Solomon-100,100,240,4
GRASP,239.0,11.898508099955507,True,9,236.44416953372948,5.53,False,,rc105,Solomon-100,100,240,2
SA-Boltzmann,106.0,0.15761779993772507,True,3,230.1246334094433,58.1,False,,rc105,Solomon-100,100,240,0
SA-Boltzmann,132.0,0.12921539996750653,True,5,230.1246334094433,47.83,False,,rc105,Solomon-100,100,240,1
SA-Boltzmann,171.0,0.1482529001077637,True,9,236.15838893728153,32.41,False,,rc105,Solomon-100,100,240,2
SA-Boltzmann,106.0,0.15103020006790757,True,3,230.1246334094433,58.1,False,,rc105,Solomon-100,100,240,3
SA-Boltzmann,106.0,0.12790830002631992,True,3,230.1246334094433,58.1,False,,rc105,Solomon-100,100,240,4
SA-Cauchy,151.0,0.16233060008380562,True,8,234.69499314781376,40.32,False,,rc105,Solomon-100,100,240,0
Genetic-Tailored,301.0,45.42058749997523,True,11,237.72449441865797,12.5,False,,rc104,Solomon-100,100,240,3
SA-Cauchy,144.0,0.15930900000967085,True,8,236.71324810743633,43.08,False,,rc105,Solomon-100,100,240,1
SA-Cauchy,182.0,0.16249690006952733,True,8,230.5757421463987,28.06,False,,rc105,Solomon-100,100,240,3
SA-Cauchy,157.0,0.1996142000425607,True,6,231.71228259278706,37.94,False,,rc105,Solomon-100,100,240,2
SA-Cauchy,145.0,0.16599590005353093,True,7,237.81126982762305,42.69,False,,rc105,Solomon-100,100,240,4
Tabu,237.0,2.0105235999217257,True,10,232.12502756875944,6.32,False,,rc105,Solomon-100,100,240,0
Tabu-Random,237.0,1.909683599951677,True,10,232.12502756875944,6.32,False,,rc105,Solomon-100,100,240,0
Tabu-Random,226.0,1.7142732000211254,True,10,237.90000977563622,10.67,False,,rc105,Solomon-100,100,240,2
Tabu-Random,237.0,1.907660000026226,True,10,232.12502756875944,6.32,False,,rc105,Solomon-100,100,240,1
Tabu-Random,195.0,1.8225910000037402,True,8,232.620994492827,22.92,False,,rc105,Solomon-100,100,240,4
Tabu-Random,218.0,2.0477977000409737,True,11,230.02014933495798,13.83,False,,rc105,Solomon-100,100,240,3
Genetic-Score,263.0,96.72038760001305,True,11,239.30493885694653,17.81,False,,rc103,Solomon-100,100,240,2
GRASP,239.0,12.126713900011964,True,9,236.44416953372948,5.53,False,,rc105,Solomon-100,100,240,4
GRASP,239.0,12.97372849995736,True,9,236.44416953372948,5.53,False,,rc105,Solomon-100,100,240,3
Genetic-Tailored,230.0,11.114155300077982,True,9,231.33626227608337,9.09,False,,rc105,Solomon-100,100,240,1
Genetic-Tailored,209.0,10.021359800011851,True,8,231.58099787682593,17.39,False,,rc105,Solomon-100,100,240,2
Genetic-Score,263.0,115.54783269995824,True,11,239.30493885694653,17.81,False,,rc103,Solomon-100,100,240,0
Genetic-Tailored,239.0,10.789262900012545,True,9,236.44416953372948,5.53,False,,rc105,Solomon-100,100,240,3
Genetic-Tailored,235.0,14.959504000027664,True,10,235.02369482629172,7.11,False,,rc105,Solomon-100,100,240,0
Genetic-Tailored,225.0,11.471458499901928,True,10,235.2325619375548,11.07,False,,rc105,Solomon-100,100,240,4
Greedy-Ratio,128.0,0.027173500042408705,True,6,234.86584566533602,54.29,False,,rc106,Solomon-100,100,240,0
Greedy-Score,168.0,0.023865399998612702,True,5,238.30700451894728,40.0,False,,rc106,Solomon-100,100,240,0
Greedy-Random,44.0,0.008349900017492473,True,5,238.50483192955724,84.29,False,,rc106,Solomon-100,100,240,0
Greedy-Random,96.0,0.009600199991837144,True,6,238.01986231563185,65.71,False,,rc106,Solomon-100,100,240,1
